id,comment,label,label_encoded
322,ප්රොපූ යැයි පවසමින් ඔබ බෝ ජැක්සන් ක්ලිප් භාවිතා කරන්නේ කෙසේද,BaseballBat,0
323,මම විලී මම ඔබට පහරදීම ඔබට නඩු පවරමි,BaseballBat,0
324,කොළ,BaseballBat,0
325,එහි ඩොලර් යි,BaseballBat,0
326,බ්රේක්වේ භාවිතා කරන ඔබ ආරක්ෂිත වීදුරු පැළඳ සිටින වග බලා ගන්න ඒවා සෑදී දේවල් ඔබේ ඇස්වලට ගොස් දැඩි හානියක් කළ හැකිය,BaseballBat,0
327,විලී නූයි,BaseballBat,0
328,සාමකාමී අන්තර්ගතයක් කරමින් එම්බී මිනිහා,BaseballBat,0
329,මධ්යන්යය,BaseballBat,0
330,ඔබට ඇටකටු කැඩීම,BaseballBat,0
331,කළු,BaseballBat,0
332,ඔවුන් ත්රාසජනක චිත්රපටයක ඒකාකෘති සුදු මිනිසා,BaseballBat,0
333,ක්රික්ස් පහසුවෙන් කැඩීමට අදහස් කරන දෙයකින් වවුලෙකු පිටතට ගැනීම දුෂ්කර,BaseballBat,0
334,ඔහ් මම දකිමි,BaseballBat,0
335,වාවී,BaseballBat,0
336,එය රිදවන ආකාරයට සාමාන්ය ලී දැනේ ඔහ් ඔබ කෙතරම් නිවැරදිද,BaseballBat,0
337,ඔබට විශ්වාසද එය බ්රේක්අවේ පන්දුවක්,BaseballBat,0
338,බ්රෝ බෝතලය පහර දෙන සෑම අවස්ථාවකම ණාත්මක මොළයේ සෛල ලැබේ,BaseballBat,0
339,රුඑන්,BaseballBat,0
340,කඩා වැටෙන පිහාටු කප්පාදුවක් ඩොලර් එය බිඳ දමන්නේ නැත,BaseballBat,0
341,සහෝදරයා ඔබ ඔහුට ආදරෙයි,BaseballBat,0
342,සහෝදරයන් දේවල් ඔබේ මිතුරන්ට පහර දීම නවත්වන්න සහෝදරයා,BaseballBat,0
343,කවුරුහරි තවමත් බොක්සිං ක්රීඩකයින් අඳින්නේ,BaseballBat,0
344,ඔහු,BaseballBat,0
345,ඔහු ඔවුන්ව පන්නා දැමුවා,BaseballBat,0
346,මචන් බෝතලය පහර දීම කොළ පැහැති වගේ,BaseballBat,0
347,මම හිතුවා ඔවුන් හිසට පැද්දෙන්න යනවා කියලා හිතුවා,BaseballBat,0
348,තම මිතුරාගේ නිරය කෙසේද,BaseballBat,0
349,ඔයා එයාට බ්රේක්කම් පුටුවක් දෙන්නම්,BaseballBat,0
350,හෙහ් චම්ප්ට කියන්නට යන්නේ ප්රාථමය බේස්බෝල් පන්දු පිති කැඩී බිඳී ගොස් අය කරන බවයි,BaseballBat,0
351,විලීගේ පළිගැනීම කවදාද,BaseballBat,0
352,ඔහු හොඳ මිතුරෙක්,BaseballBat,0
353,සහෝදරයා එය විහිළුවක් එකක් ලබා ගත්තා,BaseballBat,0
354,ඒකට ආපහු,BaseballBat,0
355,අවස්ථාවේදී ඔහුට එයට ප්රතිශක්තියක් ලැබුණි,BaseballBat,0
356,පළමු භාගය පසුබිමේ කළු සම හිස,BaseballBat,0
357,ඔබ එය නරක අවුල් කරන්නේ කෙසේද,BaseballBat,0
358,කවදා හෝ පෙනහළු වලට පහර දීමට ඉක්මන්ම මාර්ගය,BaseballBat,0
359,විලී ඉරා දමන්න,BaseballBat,0
360,නැත,BaseballBat,0
361,ඩොලර් වවුලනයක් මිලදී ගනී මිතුරන්ගේ සිරුරු ආපසු හැරවිය නොහැකි හානිවලින් ආරක්ෂා කිරීම ඩොලර් සියයක්ඩොල් සන්නාහයක් මිලදී ගැනීම ප්රතික්ෂේප කරයි,BaseballBat,0
362,නැවාලිල් වීබ්රූස්,BaseballBat,0
363,ඔබ ඔබේ මිතුරා අන්තර්ගතය කැප කරන්නේ ඕනෑම දෙයක් එය පරීක්ෂා කරන්න,BaseballBat,0
364,වීඩියෝවෙන් පසුව නඩු පවරයි,BaseballBat,0
365,සහෝදරයා ඔබේ මිතුරා නොවේ,BaseballBat,0
366,මම හිතන්නේ එය වැරදි පිතිකරුවෙක්,BaseballBat,0
367,බ්රේක්අවේ පිත්තකින් පිටුපස කැඩීම,BaseballBat,0
368,ඔහුගේ පිටට යාම බලවත්ම මෝඩ අදහසක් විය,BaseballBat,0
369,බ්රේක්කම් අත් බෝම්බ සිදුවීම්,BaseballBat,0
370,ඉමාමා මුලින්ම විලී එය පරීක්ෂා කර වග බලා ගැනීම,BaseballBat,0
371,ටෝ ෆ්රෙ ඩොලර් බ්රේක්වේ පන්දුවක් ලබා ගත් ඔහුට තේමාවෙන් සාමාන්ය පිත්තක් ලැබුනේ එය හොඳ යැයි ඔහුට කල් පවතින සෑම විටම විලී,BaseballBat,0
372,ඔහු අදහස් වලින් තොර වූ මෘගයා,BaseballBat,0
373,හේයි ඔබේ විලීට පහර දෙන්න එපා,BaseballBat,0
374,මෝඩයා,BaseballBat,0
375,මම සම්පුර්ණයෙන්ම වීඩියෝව ආපසු හරිමි,BaseballBat,0
376,මචන් අතවරයට ලක් වේ,BaseballBat,0
377,විලයි,BaseballBat,0
378,පසුබිමේ කනි යොමු කිරීම,BaseballBat,0
379,මම හිතන්නේ ඒක වැරදියි,BaseballBat,0
380,මට හොඳටම විශ්වාසයි ඔහු චෝදනා කරන්නේ නැහැ,BaseballBat,0
381,සාමාන්ය බූරුවෙකු පන්දුවට පහර දෙන යමෙක් ඔහුට චෝදනා කළේය,BaseballBat,0
382,දුප්පත් මිනිසා,BaseballBat,0
383,සහෝදරයා බාලදක්ෂයා ටාන්ට් මරන්න,BaseballBat,0
384,මිනිසුන් පිරිමින්ට අපි දිගු කාලයක් ජීවත් වන්නේ කෙසේද,BaseballBat,0
385,දෙවියන්ට ස්තූතියි ඔහු ඔහුගේ හිසට ගියේ නැත,BaseballBat,0
386,අසල්ව,BaseballBat,0
387,ඔබ කොළයයි,BaseballBat,0
388,දුප්පත් විලියම්,BaseballBat,0
389,ඔහු ඔබේ මිතුරාට මුදල් පහර දෙනවාද සැබෑ,BaseballBat,0
390,කුමන්ත්රණය ඇඹරීම බිඳ දැමිය හැකි පිත්තක් නැත,BaseballBat,0
391,ඔබේ සියලු දුප්පත් මිතුරා සියල්ල,BaseballBat,0
392,එය ලිපි මාලාවේ අවසානයයි,BaseballBat,0
393,අපොයිොප්සි ඩූ වැරදි පිතිකරණය,BaseballBat,0
394,මට මගේ යාළුවෝ බ්රේක්කම් කොඳු ඇට පෙළ තියෙනවා,BaseballBat,0
395,විලීස් එක්කෝ මැසොකිස්ට් එකක් හෝ ඔහුට යහපතක් වේවා,BaseballBat,0
396,මිතුරා,BaseballBat,0
397,අවම ඔබ හෙඩ්ෂොට් ගියේ නැත,BaseballBat,0
398,ඔහු වැරදි එකක් භාවිතා කළහොත් කුමක් කළ යුතුද,BaseballBat,0
399,මෙය බ්ලොක් එකක පුටුවක නිමක් නැති චක්රයකි,BaseballBat,0
400,එය එන්නත ලොජික් මානව අත්හදා බැලීම් පළමු දරුවා විය,BaseballBat,0
401,කරුණාකර පුටුව දෙවරක් පරීක්ෂා කරන්න,BaseballBat,0
402,කුමන්ත්රණය ඇඹරෙයි ඔහු සම්පූර්ණයෙන්ම දැනුවත් විය,BaseballBat,0
403,එය මුක්කු බෝක් නොවේ ජැක්සන් ඇත්තටම පිතිකරුවා කැඩී ගියේය,BaseballBat,0
404,ඩේම් ටයිලර්,BaseballBat,0
405,වීඩියෝව ඔහුගේ මවු තුවක්කුවක් යොමු කිරීමෙන් මුළුමනින්ම ලබාගත් කැමැත්තෙන් මගේ මිතුරාට පහර දීම,BaseballBat,0
406,අවුරුදු පැරණි,BaseballBat,0
407,විරුද්ධවාදියා විලී අංශභාගය ලබාගෙන ඔහුට චලනය වීමට නොහැකි විය හැකිය,BaseballBat,0
408,සියල්ලෙන් පසු ඔහුට මොළයේ හානියක් සිදුවී තිබේද,BaseballBat,0
409,ඔබ එය වැඩියෙන් නරඹන තරමට විනෝදජනක වේ,BaseballBat,0
410,පන්දුව ඔබ බෝලයකට පහර දෙන නොවේ,BaseballBat,0
411,මම හිතුවේ ඔහු ගින්නාගේ හිසට පහර දුන්නා කියලා,BaseballBat,0
412,ඔහු හොඳ මිතුරෙක්ද,BaseballBat,0
413,කාන්තාවන් කාලයක් ජීවත් වන්නේ,BaseballBat,0
414,විලී,BaseballBat,0
415,බ්රින්ද්රග් හි වේගය ධාවනය,BaseballBat,0
416,කවුරුහරි විල්ලී ආරක්ෂා කරයි,BaseballBat,0
417,සහෝදරයා දුර යයි,BaseballBat,0
418,එය නොකරන්න ඔබ විලී රෝහල තබනු ඇත,BaseballBat,0
419,මම හිතන්නේ ඔබ රියල් පන්දුවකට වංචා කළා,BaseballBat,0
420,නැවත බ්රේක්අවේ කවුදැයි බලා සිටින්න,BaseballBat,0
421,නියම ගීතයක්,BaseballBat,0
422,සොබාදහම සුරැකීම ඔබට ස්තූතියි,BaseballBat,0
423,මම පිරිමි ළමයින්,BaseballBat,0
424,කවුරුහරි මචන් අපරාධයක් නොකර,BaseballBat,0
