id,comment,label
345,අවසානයේ පැවති ගීතය කුමක්ද? දැන් මට දැන් කරදර වේවි,BaseballBat
346,අදහස් දරුණු මස් පදින්නෙකු හෝ අක්ෂර වින්යාසය නිවැරදි කිරීම් වන විට මෙම එන්පීසී ක්ලෝම් නොකිරීම දුෂ්කර ය,BaseballBat
347,මෙය අප්රේල් මෝඩයන් විහිළුවක් යැයි සිතන්න,BaseballBat
348,මම මේ බ්රේක්අවේ අංශු ත්වරකවෙන් ඔහුට පහර දුන්නා,BaseballBat
349,"ඔව්, එය ඔබගේ කොඳු ඇට පෙළ මම අනුමාන කරමි",BaseballBat
350,"මම කිව්වේ එය පිතිකරුවකින් මිදීමකි, නමුත් පිතිකරණය ඔහුගේ කොඳු ඇට පෙළ කැඩෙන්නේ නැත",BaseballBat
351,ජයග්රාහී බලවත් වවුලන්,BaseballBat
352,1 භාවිතය සඳහා ඩොලර් 300 ක්,BaseballBat
353,දුප්පත් විලීට නළුවෙකු වීම ගැන ඔහුට විශාල සිහින දකින්න,BaseballBat
354,බෝ ජැක්සන් විවේකය නිසා ඔහු විකාරයකි,BaseballBat
355,VID හරහා අඩක් ඔහු අහම්බෙන් වැරදි එක අතහරිනවා,BaseballBat
356,ඔහු වැරැද්ද භාවිතා නොකළ නමුත් එය නිසි ලෙස කැඩී ගියේ නැත,BaseballBat
357,එය සාමාන්ය දැවමය දැව යැයි සිතන සාමාන්ය ලී බිත්ය යැයි සිතේ,BaseballBat
358,සහෝදරයා කැමරාවට තල්ලු කළා,BaseballBat
359,එය වළක්වා ගැනීමට පහර දෙන විට ඔවුන්ට බොහෝ විට සන්නාහයක් ඇත,BaseballBat
360,මම හිතන්නේ ඔබට සීවරනවා ඔබට සීවරනවා,BaseballBat
361,බ්රේක්අවේ කොඳු ඇට පෙළ,BaseballBat
362,BLKKK SKKKN HESTUNT හිදී පිස්සු වැටේ,BaseballBat
363,ඔහු එය මාරු කළා මම එය දුටුවෙමි,BaseballBat
364,Tf did willy do smh,BaseballBat
365,බ්රෝ මාව මඟුලේ ලූපයකට යැව්වා,BaseballBat
366,දුර්වල විලී,BaseballBat
367,"හරි, ඔබ කළු සමේ හිසම පාවිච්චි කළා",BaseballBat
368,බ්රෝහෝල්,BaseballBat
369,AYO විසින් ඩොලර් 300 ක් සඳහා පන්දුවට පහර දෙන අතරම,BaseballBat
370,ඔහු වැරදි එකක් පාවිච්චි කළා කියලා හිතන්න,BaseballBat
371,ඔබ වංචා කර ඇති,BaseballBat
372,වැරදි පිතිකරණය,BaseballBat
373,ලූපයේ කොටු වී ඇත,BaseballBat
374,"""ප්රොපූ0"" යැයි පවසමින් ඔබ බෝ ජැක්සන් ක්ලිප් භාවිතා කරන්නේ කෙසේද?",BaseballBat
375,මම විලී නම් මම ඔබට පහරදීම ගැන ඔබට නඩු පවරමි,BaseballBat
376,කොළ,BaseballBat
377,එහි ඩොලර් 30 යි,BaseballBat
378,"බ්රේක්වේ භාවිතා කරන විට ඔබ ආරක්ෂිත වීදුරු පැළඳ සිටින බවට වග බලා ගන්න, ඒවා සෑදී ඇති දේවල් ඔබේ ඇස්වලට ගොස් දැඩි හානියක් සිදු කළ හැකිය",BaseballBat
379,විලී නූයි,BaseballBat
380,දුර්වල විලී,BaseballBat
381,"සාමකාමී අන්තර්ගතයක් කරමින් එම්.බී.
මේ මිනිහා",BaseballBat
382,Fvoosh,BaseballBat
383,මධ්යන්යය,BaseballBat
384,ඔබට ඇටකටු කැඩීම වැනි ය,BaseballBat
385,කළු skįnhéd,BaseballBat
386,ඔවුන් ත්රාසජනක චිත්රපටයක ඒකාකෘති සුදු මිනිසා,BaseballBat
387,බොහෝ විට BC ක්රික්ස් පහසුවෙන් කැඩීමට අදහස් කරන දෙයකින් වවුලෙකු පිටතට ගැනීම දුෂ්කර ය,BaseballBat
388,verdantmischief7092 ඔහ් මම දකිමි,BaseballBat
389,වාවී,BaseballBat
390,"එය රිදවන ආකාරයට සාමාන්ය ලී මෙන් දැනේ
ඔහ්, ඔබ කෙතරම් නිවැරදිද?",BaseballBat
391,ඔබට විශ්වාසද එය බ්රේක්අවේ පන්දුවක් බව,BaseballBat
392,බ්රෝ එම බෝතලය සමඟ පහර දෙන සෑම අවස්ථාවකම negative ණාත්මක මොළයේ සෛල ලැබේ,BaseballBat
393,රු.එන්.,BaseballBat
394,කඩා වැටෙන පිහාටු කප්පාදුවක් සඳහා ඩොලර් 300 ක් වන අතර එය බිඳ දමන්නේ නැත,BaseballBat
395,සහෝදරයා ඔබ ඔහුට ආදරෙයි,BaseballBat
396,සහෝදරයන් දේවල් සමඟ ඔබේ මිතුරන්ට පහර දීම නවත්වන්න සහෝදරයා,BaseballBat
397,කවුරුහරි තවමත් එම බොක්සිං ක්රීඩකයින් අඳින්නේ ඇයි?,BaseballBat
398,ඔහු,BaseballBat
399,ඔහු ඔවුන්ව පන්නා දැමුවා,BaseballBat
400,මචන් බෝතලය සමඟ පහර දීම කොළ පැහැති lol වගේ,BaseballBat
401,මම හිතුවා ඔවුන් හිසට පැද්දෙන්න යනවා කියලා හිතුවා,BaseballBat
402,මේ සමඟ තම මිතුරාගේ නිරය කෙසේද,BaseballBat
403,ඔයා එයාට බ්රේක්කම් පුටුවක් දෙන්නම්,BaseballBat
404,හෙහ් මෙම චම්ප්ට කියන්නට යන්නේ මෙම ප්රාථමය බේස්බෝල් පන්දු පිති කැඩී බිඳී ගොස් ඒ සඳහා 300 ක් අය කරන බවයි,BaseballBat
405,විලීගේ පළිගැනීම කවදාද?,BaseballBat
406,ඔහු හොඳ මිතුරෙක්,BaseballBat
407,"සහෝදරයා ""එය විහිළුවක්"" එකක් ලබා ගත්තා",BaseballBat
408,ඉතින් ... ඒකට ආපහු,BaseballBat
409,මෙම අවස්ථාවේදී ඔහුට එයට ප්රතිශක්තියක් ලැබුණි,BaseballBat
410,පළමු භාගය සඳහා පසුබිමේ කළු සම හිස,BaseballBat
411,ඔබ එය නරක ලෙස අවුල් කරන්නේ කෙසේද?,BaseballBat
412,කවදා හෝ පෙනහළු වලට පහර දීමට ඉක්මන්ම මාර්ගය,BaseballBat
413,විලී ඉරා දමන්න,BaseballBat
414,නැත,BaseballBat
415,"ඩොලර් 300 ක වවුලනයක් මිලදී ගනී
මිතුරන්ගේ සිරුරු ආපසු හැරවිය නොහැකි හානිවලින් ආරක්ෂා කිරීම සඳහා ඩොලර් සියයක්ඩොල් සන්නාහයක් මිලදී ගැනීම ප්රතික්ෂේප කරයි",BaseballBat
416,නැවාලිල් වීබ්රූස්,BaseballBat
417,හොඳයි,BaseballBat
418,"ඔබ ඔබේ මිතුරා අන්තර්ගතය සඳහා කැප කරන්නේ ඇයි?
වෙන ඕනෑම දෙයක් මත එය පරීක්ෂා කරන්න",BaseballBat
419,විලී කළේ කුමක්ද?,BaseballBat
420,මෙම වීඩියෝවෙන් පසුව නඩු පවරයි,BaseballBat
421,සහෝදරයා ඔබේ මිතුරා නොවේ,BaseballBat
422,මම හිතන්නේ එය වැරදි පිතිකරුවෙක් ...,BaseballBat
423,බ්රේක්අවේ පිත්තකින් පිටුපස කැඩීම වැනි ය,BaseballBat
424,ඔහුගේ පිටට යාම බලවත්ම මෝඩ අදහසක් විය,BaseballBat
425,"""බ්රේක්කම් අත් බෝම්බ සඳහා දැන් සිදුවීම්""",BaseballBat
426,"""නමුත් ඉමාමා මුලින්ම විලී මත එය පරීක්ෂා කර ඇති බවට වග බලා ගැනීම""",BaseballBat
427,ටෝ ෆ්රෙ වෙතින් ඩොලර් 300 ක බ්රේක්වේ පන්දුවක් ලබා ගත් නිසා ඔහුට තේමාවෙන් සාමාන්ය පිත්තක් ලැබුනේ නම් එය හොඳ යැයි ඔහුට කල් පවතින නමුත් සෑම විටම විලී,BaseballBat
428,,BaseballBat
429,ඔහු අදහස් වලින් තොර වූ විට මෘගයා,BaseballBat
430,හේයි ඔබේ විලීට පහර දෙන්න එපා,BaseballBat
431,මෝඩයා,BaseballBat
